x,y,u,v,w,p,omega
0.06896551724137931,0.8275862068965517,3.0048192e-05,-5.221367e-05,9.404495e-06,-0.029174952,0.00045072447
0.06896551724137931,0.8620689655172413,3.720075e-05,-4.3880194e-05,1.7046928e-05,-0.029176125,0.0004708747
0.06896551724137931,0.896551724137931,4.4748187e-05,-3.4671277e-05,2.4849549e-05,-0.029177384,0.0004902697
0.06896551724137931,0.9310344827586207,5.2668154e-05,-2.4624169e-05,3.2795593e-05,-0.029178778,0.00050892023
0.06896551724137931,0.9655172413793103,6.09383e-05,-1.3735145e-05,4.0818006e-05,-0.029180279,0.00052690774
0.06896551724137931,1.0,6.950647e-05,-1.9297004e-06,4.8864633e-05,-0.029181894,0.00054427993
0.10344827586206896,0.0,4.1931868e-05,-7.298589e-05,4.2373314e-05,-0.02917577,0.00053313666
0.10344827586206896,0.034482758620689655,3.2924116e-05,-7.612631e-05,2.7552247e-05,-0.029174095,0.00048200137
0.10344827586206896,0.06896551724137931,2.4750829e-05,-7.927418e-05,1.4256686e-05,-0.029172627,0.0004325826
0.10344827586206896,0.10344827586206896,1.7374754e-05,-8.234009e-05,2.4642795e-06,-0.029171364,0.00038509455
0.10344827586206896,0.13793103448275862,1.0810792e-05,-8.530542e-05,-7.903203e-06,-0.029170288,0.00033980276
0.10344827586206896,0.1724137931034483,5.029142e-06,-8.812174e-05,-1.6856939e-05,-0.029169371,0.00029706125
0.10344827586206896,0.20689655172413793,7.450581e-09,-9.072572e-05,-2.4445355e-05,-0.029168576,0.00025737795
0.10344827586206896,0.24137931034482757,-4.261732e-06,-9.3087554e-05,-3.071688e-05,-0.029167935,0.0002215492
0.10344827586206896,0.27586206896551724,-7.785857e-06,-9.516999e-05,-3.5742298e-05,-0.029167429,0.00019072421
0.10344827586206896,0.3103448275862069,-1.0579824e-05,-9.691715e-05,-3.9551407e-05,-0.02916699,0.00016656096
0.10344827586206896,0.3448275862068966,-1.2658536e-05,-9.8299235e-05,-4.2216852e-05,-0.02916669,0.00015103305
0.10344827586206896,0.3793103448275862,-1.4074147e-05,-9.9264085e-05,-4.3753535e-05,-0.02916647,0.00014566122
0.10344827586206896,0.41379310344827586,-1.4744699e-05,-9.9770725e-05,-4.427135e-05,-0.02916635,0.0001503666
0.10344827586206896,0.4482758620689655,-1.4796853e-05,-9.97968e-05,-4.3811277e-05,-0.029166302,0.00016328017
0.10344827586206896,0.48275862068965514,-1.4193356e-05,-9.929761e-05,-4.241988e-05,-0.029166337,0.00018179082
0.10344827586206896,0.5172413793103449,-1.2934208e-05,-9.8243356e-05,-4.0147454e-05,-0.02916645,0.00020365484
0.10344827586206896,0.5517241379310345,-1.1056662e-05,-9.660423e-05,-3.710948e-05,-0.029166624,0.00022729576
0.10344827586206896,0.5862068965517241,-8.620322e-06,-9.434298e-05,-3.330782e-05,-0.029166888,0.00025170748
0.10344827586206896,0.6206896551724138,-5.580485e-06,-9.1448426e-05,-2.8874725e-05,-0.029167222,0.00027626203
0.10344827586206896,0.6551724137931034,-1.989305e-06,-8.785352e-05,-2.3802742e-05,-0.02916764,0.0003005697
0.10344827586206896,0.6896551724137931,2.1234155e-06,-8.355826e-05,-1.8207356e-05,-0.029168133,0.00032440544
0.10344827586206896,0.7241379310344828,6.7576766e-06,-7.8547746e-05,-1.2140721e-05,-0.029168721,0.00034762573
0.10344827586206896,0.7586206896551724,1.1913478e-05,-7.2781e-05,-5.6177378e-06,-0.029169392,0.00037016647
0.10344827586206896,0.7931034482758621,1.7501414e-05,-6.621331e-05,1.2032688e-06,-0.02917017,0.00039199943
0.10344827586206896,0.8275862068965517,2.3558736e-05,-5.891174e-05,8.320436e-06,-0.02917103,0.00041310443
0.10344827586206896,0.8620689655172413,3.002584e-05,-5.077198e-05,1.5668571e-05,-0.029172003,0.00043352487
0.10344827586206896,0.896551724137931,3.6880374e-05,-4.1808933e-05,2.3163855e-05,-0.029173097,0.00045329612
0.10344827586206896,0.9310344827586207,4.412234e-05,-3.199652e-05,3.0761585e-05,-0.029174324,0.00047245953
0.10344827586206896,0.9655172413793103,5.1684678e-05,-2.1334738e-05,3.839284e-05,-0.029175635,0.00049108
0.10344827586206896,1.0,5.9574842e-05,-9.808689e-06,4.6007335e-05,-0.029177113,0.00050921465
0.13793103448275862,0.0,4.4487417e-05,-7.821992e-05,3.7478283e-05,-0.029176572,0.0005360525
0.13793103448275862,0.034482758620689655,3.5464764e-05,-8.130446e-05,2.3206696e-05,-0.029174898,0.00048540035
0.13793103448275862,0.06896551724137931,2.7254224e-05,-8.43592e-05,1.04215e-05,-0.029173423,0.00043635617
0.13793103448275862,0.10344827586206896,1.9788742e-05,-8.736551e-05,-9.0152025e-07,-0.029172104,0.00038906457
0.13793103448275862,0.13793103448275862,1.3045967e-05,-9.027496e-05,-1.0818243e-05,-0.029170947,0.00034370765
0.13793103448275862,0.1724137931034483,7.107854e-06,-9.301677e-05,-1.9334257e-05,-0.029169915,0.0003005333
0.13793103448275862,0.20689655172413793,1.899898e-06,-9.55835e-05,-2.6527792e-05,-0.02916901,0.0002598923
0.13793103448275862,0.24137931034482757,-2.630055e-06,-9.7919255e-05,-3.2464042e-05,-0.029168203,0.00022232543
0.13793103448275862,0.27586206896551724,-6.4596534e-06,-9.993836e-05,-3.7163496e-05,-0.029167524,0.00018866603
0.13793103448275862,0.3103448275862069,-9.5665455e-06,-0.00010164827,-4.0668994e-05,-0.029166957,0.00016023166
0.13793103448275862,0.3448275862068966,-1.1980534e-05,-0.00010303408,-4.3084845e-05,-0.029166447,0.00013895663
0.13793103448275862,0.3793103448275862,-1.3753772e-05,-0.00010398775,-4.4431537e-05,-0.029166047,0.0001270842
0.13793103448275862,0.41379310344827586,-1.4878809e-05,-0.00010452047,-4.4761226e-05,-0.029165704,0.00012595077
0.13793103448275862,0.4482758620689655,-1.5355647e-05,-0.00010456517,-4.415214e-05,-0.029165449,0.00013468077
0.13793103448275862,0.48275862068965514,-1.5214086e-05,-0.00010410696,-4.266575e-05,-0.029165266,0.00015057545
0.13793103448275862,0.5172413793103449,-1.4424324e-05,-0.000103108585,-4.035607e-05,-0.029165164,0.0001708527
0.13793103448275862,0.5517241379310345,-1.3098121e-05,-0.00010154769,-3.7280843e-05,-0.029165138,0.00019349057
0.13793103448275862,0.5862068965517241,-1.116097e-05,-9.936839e-05,-3.3514574e-05,-0.029165179,0.00021721168
0.13793103448275862,0.6206896551724138,-8.679926e-06,-9.657815e-05,-2.9113144e-05,-0.02916533,0.00024126635
0.13793103448275862,0.6551724137931034,-5.6549907e-06,-9.309873e-05,-2.4141744e-05,-0.029165529,0.00026520746
0.13793103448275862,0.6896551724137931,-2.115965e-06,-8.895993e-05,-1.8656254e-05,-0.02916583,0.00028877822
0.13793103448275862,0.7241379310344828,1.9147992e-06,-8.410588e-05,-1.2746081e-05,-0.02916623,0.000311842
0.13793103448275862,0.7586206896551724,6.429851e-06,-7.851794e-05,-6.435439e-06,-0.029166708,0.00033432286
0.13793103448275862,0.7931034482758621,1.1406839e-05,-7.215887e-05,1.6018748e-07,-0.029167313,0.00035619971
0.13793103448275862,0.8275862068965517,1.6830862e-05,-6.505102e-05,7.024035e-06,-0.029167995,0.0003774723
0.13793103448275862,0.8620689655172413,2.2649765e-05,-5.7142228e-05,1.405552e-05,-0.029168805,0.00039818313
0.13793103448275862,0.896551724137931,2.8848648e-05,-4.8410147e-05,2.1215528e-05,-0.029169751,0.0004183717
0.13793103448275862,0.9310344827586207,3.539771e-05,-3.8903207e-05,2.8461218e-05,-0.0291708,0.00043806975
0.13793103448275862,0.9655172413793103,4.235655e-05,-2.8513372e-05,3.570132e-05,-0.029171996,0.0004573652
0.13793103448275862,1.0,4.9598515e-05,-1.7281622e-05,4.2881817e-05,-0.029173294,0.00047631457
0.1724137931034483,0.0,4.631281e-05,-8.253381e-05,3.2562762e-05,-0.029177697,0.0005392845
0.1724137931034483,0.034482758620689655,3.7290156e-05,-8.553639e-05,1.885742e-05,-0.029176071,0.00048937683
0.1724137931034483,0.06896551724137931,2.9027462e-05,-8.8553876e-05,6.571412e-06,-0.029174563,0.0004410132
0.1724137931034483,0.10344827586206896,2.1480024e-05,-9.150058e-05,-4.2375177e-06,-0.029173197,0.00039428292
0.1724137931034483,0.13793103448275862,1.463294e-05,-9.435788e-05,-1.3688579e-05,-0.029171972,0.00034932076
0.1724137931034483,0.1724137931034483,8.538365e-06,-9.7066164e-05,-2.1813437e-05,-0.029170848,0.00030628973
0.1724137931034483,0.20689655172413793,3.1143427e-06,-9.957701e-05,-2.8640032e-05,-0.029169824,0.0002654204
0.1724137931034483,0.24137931034482757,-1.6316772e-06,-0.00010186061,-3.4205616e-05,-0.029168926,0.00022706109
0.1724137931034483,0.27586206896551724,-5.7145953e-06,-0.00010389462,-3.8592145e-05,-0.029168094,0.00019175313
0.1724137931034483,0.3103448275862069,-9.097159e-06,-0.00010559335,-4.1829422e-05,-0.02916735,0.0001604017
0.1724137931034483,0.3448275862068966,-1.1861324e-05,-0.000106945634,-4.400499e-05,-0.029166691,0.00013450677
0.1724137931034483,0.3793103448275862,-1.399219e-05,-0.00010792911,-4.515238e-05,-0.029166108,0.00011630457
0.1724137931034483,0.41379310344827586,-1.5474856e-05,-0.000108495355,-4.5318156e-05,-0.02916559,0.000108235676
0.1724137931034483,0.4482758620689655,-1.6361475e-05,-0.000108581036,-4.4584274e-05,-0.02916515,0.000111186026
0.1724137931034483,0.48275862068965514,-1.6629696e-05,-0.00010819733,-4.300289e-05,-0.029164797,0.00012325044
0.1724137931034483,0.5172413793103449,-1.6354024e-05,-0.00010726601,-4.0648505e-05,-0.029164493,0.00014121886
0.1724137931034483,0.5517241379310345,-1.5459955e-05,-0.00010577589,-3.7558377e-05,-0.029164273,0.00016244006
0.1724137931034483,0.5862068965517241,-1.4036894e-05,-0.00010372326,-3.3805147e-05,-0.029164152,0.00018523521
0.1724137931034483,0.6206896551724138,-1.2084842e-05,-0.00010105595,-2.9474497e-05,-0.029164087,0.0002086364
0.1724137931034483,0.6551724137931034,-9.611249e-06,-9.772554e-05,-2.4601817e-05,-0.029164115,0.00023210111
0.1724137931034483,0.6896551724137931,-6.6384673e-06,-9.372458e-05,-1.9254163e-05,-0.029164242,0.00025534714
0.1724137931034483,0.7241379310344828,-3.1515956e-06,-8.9060515e-05,-1.35190785e-05,-0.029164474,0.00027819918
0.1724137931034483,0.7586206896551724,7.748604e-07,-8.366257e-05,-7.4133277e-06,-0.029164797,0.00030060014
0.1724137931034483,0.7931034482758621,5.1409006e-06,-7.754192e-05,-1.071021e-06,-0.029165229,0.00032251255
0.1724137931034483,0.8275862068965517,9.931624e-06,-7.065758e-05,5.511567e-06,-0.029165791,0.00034396377
0.1724137931034483,0.8620689655172413,1.5132129e-05,-6.298721e-05,1.22487545e-05,-0.02916645,0.0003649682
0.1724137931034483,0.896551724137931,2.0734966e-05,-5.4556876e-05,1.906231e-05,-0.029167242,0.00038558256
0.1724137931034483,0.9310344827586207,2.6710331e-05,-4.530698e-05,2.592802e-05,-0.029168166,0.00040585577
0.1724137931034483,0.9655172413793103,3.2953918e-05,-3.5241246e-05,3.276579e-05,-0.029169222,0.000425855
0.1724137931034483,1.0,3.9562583e-05,-2.4344772e-05,3.9514154e-05,-0.029170414,0.00044563768
0.20689655172413793,0.0,4.7437847e-05,-8.590147e-05,2.7757138e-05,-0.029179078,0.00054270995
0.20689655172413793,0.034482758620689655,3.8452446e-05,-8.887425e-05,1.4543533e-05,-0.029177487,0.0004937896
0.20689655172413793,0.06896551724137931,3.015995e-05,-9.183213e-05,2.803281e-06,-0.029175999,0.00044635724
0.20689655172413793,0.10344827586206896,2.2538006e-05,-9.473413e-05,-7.5679272e-06,-0.029174618,0.00040049554
0.20689655172413793,0.13793103448275862,1.5623868e-05,-9.755418e-05,-1.6568229e-05,-0.029173337,0.0003563068
0.20689655172413793,0.1724137931034483,9.357929e-06,-0.000100214034,-2.4275854e-05,-0.029172154,0.00031388275
0.20689655172413793,0.20689655172413793,3.7550926e-06,-0.00010270253,-3.0718744e-05,-0.029171033,0.00027338928
0.20689655172413793,0.24137931034482757,-1.15484e-06,-0.000104982406,-3.5950914e-05,-0.029170023,0.00023503038
0.20689655172413793,0.27586206896551724,-5.4761767e-06,-0.00010700524,-4.0033832e-05,-0.029169057,0.00019915316
0.20689655172413793,0.3103448275862069,-9.149313e-06,-0.00010871142,-4.3008476e-05,-0.029168192,0.00016632101
0.20689655172413793,0.3448275862068966,-1.21966e-05,-0.00011009723,-4.4945627e-05,-0.029167375,0.00013750976
0.20689655172413793,0.3793103448275862,-1.4647841e-05,-0.00011111051,-4.5901164e-05,-0.029166624,0.000114390634
0.20689655172413793,0.41379310344827586,-1.6510487e-05,-0.000111706555,-4.5910478e-05,-0.029165966,9.9477664e-05
0.20689655172413793,0.4482758620689655,-1.7747283e-05,-0.00011184439,-4.5057386e-05,-0.029165352,9.518076e-05
0.20689655172413793,0.48275862068965514,-1.8447638e-05,-0.00011153519,-4.3399632e-05,-0.029164815,0.00010158665
0.20689655172413793,0.5172413793103449,-1.8574297e-05,-0.0001107119,-4.098937e-05,-0.02916436,0.00011593656
0.20689655172413793,0.5517241379310345,-1.8171966e-05,-0.00010934472,-3.7910417e-05,-0.029163983,0.00013495535
0.20689655172413793,0.5862068965517241,-1.7218292e-05,-0.000107403845,-3.4198165e-05,-0.029163685,0.00015633962
0.20689655172413793,0.6206896551724138,-1.5757978e-05,-0.000104855746,-2.993457e-05,-0.029163469,0.00017878744
0.20689655172413793,0.6551724137931034,-1.3791025e-05,-0.0001017116,-2.517365e-05,-0.029163346,0.0002015839
0.20689655172413793,0.6896551724137931,-1.1354685e-05,-9.7911805e-05,-1.999177e-05,-0.02916333,0.00022436933
0.20689655172413793,0.7241379310344828,-8.434057e-06,-9.343773e-05,-1.4431775e-05,-0.029163389,0.000246927
0.20689655172413793,0.7586206896551724,-5.058944e-06,-8.824468e-05,-8.581206e-06,-0.02916358,0.00026918165
0.20689655172413793,0.7931034482758621,-1.2591481e-06,-8.236244e-05,-2.4605542e-06,-0.02916388,0.00029110827
0.20689655172413793,0.8275862068965517,2.9727817e-06,-7.573143e-05,3.8463622e-06,-0.029164301,0.00031269976
0.20689655172413793,0.8620689655172413,7.56979e-06,-6.83479e-05,1.0244548e-05,-0.029164849,0.00033400816
0.20689655172413793,0.896551724137931,1.2584031e-05,-6.0196966e-05,1.6713515e-05,-0.029165518,0.00035504866
0.20689655172413793,0.9310344827586207,1.7933547e-05,-5.125627e-05,2.3210421e-05,-0.029166326,0.0003758974
0.20689655172413793,0.9655172413793103,2.3573637e-05,-4.150346e-05,2.9629096e-05,-0.029167281,0.0003966064
0.20689655172413793,1.0,2.9586256e-05,-3.0979514e-05,3.594719e-05,-0.029168358,0.00041722937
0.24137931034482757,0.0,4.7922134e-05,-8.8356435e-05,2.2966415e-05,-0.029180663,0.0005462316
0.24137931034482757,0.034482758620689655,3.8959086e-05,-9.127706e-05,1.0311604e-05,-0.0291791,0.0004984686
0.24137931034482757,0.06896551724137931,3.067404e-05,-9.420514e-05,-9.4249845e-07,-0.02917764,0.0004521905
0.24137931034482757,0.10344827586206896,2.3029745e-05,-9.7073615e-05,-1.0827556e-05,-0.02917625,0.00040745377
0.24137931034482757,0.13793103448275862,1.6026199e-05,-9.985641e-05,-1.9401312e-05,-0.029174946,0.00036432574
0.24137931034482757,0.1724137931034483,9.655952e-06,-0.00010250509,-2.668798e-05,-0.029173695,0.0003228884
0.24137931034482757,0.20689655172413793,3.941357e-06,-0.00010498613,-3.277138e-05,-0.029172515,0.00028322474
0.24137931034482757,0.24137931034482757,-1.206994e-06,-0.00010726601,-3.766641e-05,-0.029171411,0.00024548784
0.24137931034482757,0.27586206896551724,-5.699694e-06,-0.00010928884,-4.1451305e-05,-0.029170353,0.00020986854
0.24137931034482757,0.3103448275862069,-9.6187e-06,-0.0001110211,-4.416518e-05,-0.029169355,0.0001767301
0.24137931034482757,0.3448275862068966,-1.2949109e-05,-0.00011245161,-4.5888126e-05,-0.02916842,0.00014665909
0.24137931034482757,0.3793103448275862,-1.5683472e-05,-0.00011349097,-4.6662986e-05,-0.029167531,0.00012070984
0.24137931034482757,0.41379310344827586,-1.7859042e-05,-0.00011416152,-4.653819e-05,-0.02916673,0.00010069373
0.24137931034482757,0.4482758620689655,-1.9490719e-05,-0.000114388764,-4.5562163e-05,-0.029165968,8.919254e-05
0.24137931034482757,0.48275862068965514,-2.0571053e-05,-0.00011417642,-4.3852255e-05,-0.029165307,8.819689e-05
0.24137931034482757,0.5172413793103449,-2.1107495e-05,-0.000113446265,-4.1414052e-05,-0.029164694,9.6931486e-05
0.24137931034482757,0.5517241379310345,-2.1107495e-05,-0.00011220202,-3.8340688e-05,-0.02916417,0.00011232243
0.24137931034482757,0.5862068965517241,-2.0623207e-05,-0.00011040643,-3.468059e-05,-0.029163733,0.00013141813
0.24137931034482757,0.6206896551724138,-1.962483e-05,-0.000108044595,-3.050454e-05,-0.029163387,0.0001523515
0.24137931034482757,0.6551724137931034,-1.8164515e-05,-0.00010507181,-2.5872141e-05,-0.029163118,0.0001741228
0.24137931034482757,0.6896551724137931,-1.6205013e-05,-0.00010146573,-2.0835549e-05,-0.029162958,0.00019619959
0.24137931034482757,0.7241379310344828,-1.3798475e-05,-9.719655e-05,-1.5489757e-05,-0.029162906,0.00021829705
0.24137931034482757,0.7586206896551724,-1.0937452e-05,-9.226054e-05,-9.836629e-06,-0.029162982,0.00024030016
0.24137931034482757,0.7931034482758621,-7.688999e-06,-8.66428e-05,-3.993511e-06,-0.029163167,0.00026215464
0.24137931034482757,0.8275862068965517,-4.0382147e-06,-8.027628e-05,2.0042062e-06,-0.029163476,0.00028384224
0.24137931034482757,0.8620689655172413,2.2351742e-08,-7.3194504e-05,8.078292e-06,-0.029163925,0.0003053926
0.24137931034482757,0.896551724137931,4.425645e-06,-6.535277e-05,1.4213845e-05,-0.029164497,0.0003268513
0.24137931034482757,0.9310344827586207,9.201467e-06,-5.6747347e-05,2.0284206e-05,-0.029165206,0.0003482481
